geography,count,total,commutingType,id
E07000166,13001,24679,Driving a car or van,1921
E07000166,906,24679,Passenger in a car or van,1922
E07000166,307,24679,Bicycle,1923
E07000166,2936,24679,On foot,1924
E07000166,337,24679,Other method of travel to work,1925
E07000167,7609,25962,Work mainly at or from home,1926
E07000167,12,25962,"Underground, metro, light rail, tram",1927
E07000167,89,25962,Train,1928
E07000167,175,25962,"Bus, minibus or coach",1929
E07000167,45,25962,Taxi,1930
E07000167,93,25962,"Motorcycle, scooter or moped",1931
E07000167,13642,25962,Driving a car or van,1932
E07000167,843,25962,Passenger in a car or van,1933
E07000167,543,25962,Bicycle,1934
E07000167,2630,25962,On foot,1935
E07000167,281,25962,Other method of travel to work,1936
E07000168,8837,46549,Work mainly at or from home,1937
E07000168,23,46549,"Underground, metro, light rail, tram",1938
E07000168,266,46549,Train,1939
E07000168,1299,46549,"Bus, minibus or coach",1940
E07000168,213,46549,Taxi,1941
E07000168,264,46549,"Motorcycle, scooter or moped",1942
E07000168,23934,46549,Driving a car or van,1943
E07000168,2449,46549,Passenger in a car or van,1944
E07000168,904,46549,Bicycle,1945
E07000168,7736,46549,On foot,1946
E07000168,624,46549,Other method of travel to work,1947
E07000169,14331,46126,Work mainly at or from home,1948
E07000169,8,46126,"Underground, metro, light rail, tram",1949
E07000169,342,46126,Train,1950
E07000169,596,46126,"Bus, minibus or coach",1951
E07000169,72,46126,Taxi,1952
E07000169,190,46126,"Motorcycle, scooter or moped",1953
E07000169,25137,46126,Driving a car or van,1954
E07000169,1661,46126,Passenger in a car or van,1955
E07000169,764,46126,Bicycle,1956
E07000169,2687,46126,On foot,1957
E07000169,338,46126,Other method of travel to work,1958
E07000170,11460,58432,Work mainly at or from home,1959
E07000170,545,58432,"Underground, metro, light rail, tram",1960
E07000170,258,58432,Train,1961
E07000170,1724,58432,"Bus, minibus or coach",1962
E07000170,419,58432,Taxi,1963
E07000170,275,58432,"Motorcycle, scooter or moped",1964
E07000170,35311,58432,Driving a car or van,1965
E07000170,3005,58432,Passenger in a car or van,1966
E07000170,841,58432,Bicycle,1967
E07000170,4070,58432,On foot,1968
E07000170,524,58432,Other method of travel to work,1969
E07000171,10741,54916,Work mainly at or from home,1970
E07000171,25,54916,"Underground, metro, light rail, tram",1971
E07000171,268,54916,Train,1972
E07000171,694,54916,"Bus, minibus or coach",1973
E07000171,170,54916,Taxi,1974
E07000171,240,54916,"Motorcycle, scooter or moped",1975
E07000171,33983,54916,Driving a car or van,1976
E07000171,3148,54916,Passenger in a car or van,1977
E07000171,1035,54916,Bicycle,1978
E07000171,4144,54916,On foot,1979
E07000171,468,54916,Other method of travel to work,1980
E07000172,17302,51918,Work mainly at or from home,1981
E07000172,725,51918,"Underground, metro, light rail, tram",1982
E07000172,244,51918,Train,1983
E07000172,1993,51918,"Bus, minibus or coach",1984
E07000172,176,51918,Taxi,1985
E07000172,211,51918,"Motorcycle, scooter or moped",1986
E07000172,24367,51918,Driving a car or van,1987
E07000172,1755,51918,Passenger in a car or van,1988
E07000172,1341,51918,Bicycle,1989
E07000172,3378,51918,On foot,1990
E07000172,426,51918,Other method of travel to work,1991
E07000173,17220,56187,Work mainly at or from home,1992
E07000173,67,56187,"Underground, metro, light rail, tram",1993
E07000173,173,56187,Train,1994
E07000173,3572,56187,"Bus, minibus or coach",1995
E07000173,240,56187,Taxi,1996
E07000173,212,56187,"Motorcycle, scooter or moped",1997
E07000173,28293,56187,Driving a car or van,1998
E07000173,1939,56187,Passenger in a car or van,1999
E07000173,747,56187,Bicycle,2000
E07000173,3229,56187,On foot,2001
E07000173,495,56187,Other method of travel to work,2002
E07000174,8757,51369,Work mainly at or from home,2003
E07000174,30,51369,"Underground, metro, light rail, tram",2004
E07000174,203,51369,Train,2005
E07000174,1827,51369,"Bus, minibus or coach",2006
E07000174,607,51369,Taxi,2007
E07000174,236,51369,"Motorcycle, scooter or moped",2008
E07000174,31438,51369,Driving a car or van,2009
E07000174,3841,51369,Passenger in a car or van,2010
E07000174,594,51369,Bicycle,2011
E07000174,3332,51369,On foot,2012
E07000174,504,51369,Other method of travel to work,2013
E07000175,14786,57114,Work mainly at or from home,2014
E07000175,33,57114,"Underground, metro, light rail, tram",2015
E07000175,287,57114,Train,2016
E07000175,570,57114,"Bus, minibus or coach",2017
E07000175,161,57114,Taxi,2018
E07000175,207,57114,"Motorcycle, scooter or moped",2019
E07000175,31794,57114,Driving a car or van,2020
E07000175,2547,57114,Passenger in a car or van,2021
E07000175,1687,57114,Bicycle,2022
E07000175,4522,57114,On foot,2023
E07000175,520,57114,Other method of travel to work,2024
E07000176,24680,56978,Work mainly at or from home,2025
E07000176,123,56978,"Underground, metro, light rail, tram",2026
E07000176,170,56978,Train,2027
E07000176,1574,56978,"Bus, minibus or coach",2028
E07000176,128,56978,Taxi,2029
E07000176,123,56978,"Motorcycle, scooter or moped",2030
E07000176,24538,56978,Driving a car or van,2031
E07000176,1395,56978,Passenger in a car or van,2032
E07000176,1041,56978,Bicycle,2033
E07000176,2786,56978,On foot,2034
E07000176,420,56978,Other method of travel to work,2035
E07000177,27343,84969,Work mainly at or from home,2036
E07000177,41,84969,"Underground, metro, light rail, tram",2037
E07000177,1027,84969,Train,2038
E07000177,1887,84969,"Bus, minibus or coach",2039
E07000177,437,84969,Taxi,2040
E07000177,345,84969,"Motorcycle, scooter or moped",2041
E07000177,39508,84969,Driving a car or van,2042
E07000177,3353,84969,Passenger in a car or van,2043
E07000177,2156,84969,Bicycle,2044
E07000177,8135,84969,On foot,2045
E07000177,737,84969,Other method of travel to work,2046
E07000178,28427,73324,Work mainly at or from home,2047
E07000178,77,73324,"Underground, metro, light rail, tram",2048
E07000178,523,73324,Train,2049
E07000178,6493,73324,"Bus, minibus or coach",2050
E07000178,417,73324,Taxi,2051
E07000178,375,73324,"Motorcycle, scooter or moped",2052
E07000178,17163,73324,Driving a car or van,2053
E07000178,1778,73324,Passenger in a car or van,2054
E07000178,7724,73324,Bicycle,2055
E07000178,9697,73324,On foot,2056
E07000178,650,73324,Other method of travel to work,2057
E07000179,32709,76474,Work mainly at or from home,2058
E07000179,73,76474,"Underground, metro, light rail, tram",2059
E07000179,897,76474,Train,2060
E07000179,1168,76474,"Bus, minibus or coach",2061
E07000179,81,76474,Taxi,2062
E07000179,289,76474,"Motorcycle, scooter or moped",2063
E07000179,31562,76474,Driving a car or van,2064
E07000179,2097,76474,Passenger in a car or van,2065
E07000179,1637,76474,Bicycle,2066
E07000179,5393,76474,On foot,2067
E07000179,568,76474,Other method of travel to work,2068
E07000180,29239,70862,Work mainly at or from home,2069
E07000180,41,70862,"Underground, metro, light rail, tram",2070
E07000180,344,70862,Train,2071
E07000180,1941,70862,"Bus, minibus or coach",2072
E07000180,103,70862,Taxi,2073
E07000180,344,70862,"Motorcycle, scooter or moped",2074
E07000180,29825,70862,Driving a car or van,2075
E07000180,1988,70862,Passenger in a car or van,2076
E07000180,2313,70862,Bicycle,2077
E07000180,4229,70862,On foot,2078
E07000180,495,70862,Other method of travel to work,2079
E07000181,20629,58924,Work mainly at or from home,2080
E07000181,42,58924,"Underground, metro, light rail, tram",2081
E07000181,272,58924,Train,2082
E07000181,1156,58924,"Bus, minibus or coach",2083
E07000181,57,58924,Taxi,2084
E07000181,263,58924,"Motorcycle, scooter or moped",2085
E07000181,28364,58924,Driving a car or van,2086
E07000181,1849,58924,Passenger in a car or van,2087
E07000181,1432,58924,Bicycle,2088
E07000181,4394,58924,On foot,2089
E07000181,466,58924,Other method of travel to work,2090
E07000187,17105,55670,Work mainly at or from home,2091
E07000187,30,55670,"Underground, metro, light rail, tram",2092
E07000187,125,55670,Train,2093
E07000187,530,55670,"Bus, minibus or coach",2094
E07000187,110,55670,Taxi,2095
E07000187,229,55670,"Motorcycle, scooter or moped",2096
E07000187,28823,55670,Driving a car or van,2097
E07000187,1918,55670,Passenger in a car or van,2098
E07000187,769,55670,Bicycle,2099
E07000187,5489,55670,On foot,2100
E07000187,542,55670,Other method of travel to work,2101
E07000188,13532,59149,Work mainly at or from home,2102
E07000188,30,59149,"Underground, metro, light rail, tram",2103
E07000188,204,59149,Train,2104
E07000188,1483,59149,"Bus, minibus or coach",2105
E07000188,123,59149,Taxi,2106
E07000188,374,59149,"Motorcycle, scooter or moped",2107
E07000188,33463,59149,Driving a car or van,2108
E07000188,2554,59149,Passenger in a car or van,2109
E07000188,1978,59149,Bicycle,2110
E07000188,4870,59149,On foot,2111
E07000188,538,59149,Other method of travel to work,2112
E07000189,20337,80931,Work mainly at or from home,2113
E07000189,38,80931,"Underground, metro, light rail, tram",2114
E07000189,145,80931,Train,2115
E07000189,379,80931,"Bus, minibus or coach",2116
E07000189,143,80931,Taxi,2117
E07000189,448,80931,"Motorcycle, scooter or moped",2118
E07000189,45716,80931,Driving a car or van,2119
E07000189,3288,80931,Passenger in a car or van,2120
E07000189,1341,80931,Bicycle,2121
E07000189,8412,80931,On foot,2122
E07000189,684,80931,Other method of travel to work,2123
E07000192,9529,48877,Work mainly at or from home,2124
E07000192,7,48877,"Underground, metro, light rail, tram",2125
E07000192,421,48877,Train,2126
E07000192,591,48877,"Bus, minibus or coach",2127
E07000192,266,48877,Taxi,2128
E07000192,220,48877,"Motorcycle, scooter or moped",2129
E07000192,31258,48877,Driving a car or van,2130
E07000192,2737,48877,Passenger in a car or van,2131
E07000192,432,48877,Bicycle,2132
E07000192,3035,48877,On foot,2133
E07000192,381,48877,Other method of travel to work,2134
E07000193,13235,59318,Work mainly at or from home,2135
E07000193,26,59318,"Underground, metro, light rail, tram",2136
E07000193,223,59318,Train,2137
E07000193,748,59318,"Bus, minibus or coach",2138
E07000193,960,59318,Taxi,2139
E07000193,286,59318,"Motorcycle, scooter or moped",2140
E07000193,32945,59318,Driving a car or van,2141
E07000193,3384,59318,Passenger in a car or van,2142
E07000193,1346,59318,Bicycle,2143
E07000193,5615,59318,On foot,2144
E07000193,550,59318,Other method of travel to work,2145
E07000194,15959,50472,Work mainly at or from home,2146
E07000194,28,50472,"Underground, metro, light rail, tram",2147
E07000194,514,50472,Train,2148
E07000194,492,50472,"Bus, minibus or coach",2149
E07000194,129,50472,Taxi,2150
E07000194,158,50472,"Motorcycle, scooter or moped",2151
E07000194,27712,50472,Driving a car or van,2152
E07000194,1822,50472,Passenger in a car or van,2153
E07000194,515,50472,Bicycle,2154
E07000194,2730,50472,On foot,2155
E07000194,413,50472,Other method of travel to work,2156
E07000195,13009,56683,Work mainly at or from home,2157
E07000195,12,56683,"Underground, metro, light rail, tram",2158
E07000195,219,56683,Train,2159
E07000195,1043,56683,"Bus, minibus or coach",2160
E07000195,1099,56683,Taxi,2161
E07000195,256,56683,"Motorcycle, scooter or moped",2162
E07000195,32923,56683,Driving a car or van,2163
E07000195,3364,56683,Passenger in a car or van,2164
E07000195,606,56683,Bicycle,2165
E07000195,3748,56683,On foot,2166
E07000195,404,56683,Other method of travel to work,2167
E07000196,14069,50699,Work mainly at or from home,2168
E07000196,54,50699,"Underground, metro, light rail, tram",2169
E07000196,504,50699,Train,2170
E07000196,622,50699,"Bus, minibus or coach",2171
E07000196,171,50699,Taxi,2172
E07000196,170,50699,"Motorcycle, scooter or moped",2173
E07000196,30339,50699,Driving a car or van,2174
E07000196,1881,50699,Passenger in a car or van,2175
E07000196,364,50699,Bicycle,2176
E07000196,2088,50699,On foot,2177
E07000196,437,50699,Other method of travel to work,2178
E07000197,19775,65766,Work mainly at or from home,2179
E07000197,26,65766,"Underground, metro, light rail, tram",2180
E07000197,478,65766,Train,2181
E07000197,678,65766,"Bus, minibus or coach",2182
E07000197,252,65766,Taxi,2183
E07000197,264,65766,"Motorcycle, scooter or moped",2184
E07000197,35046,65766,Driving a car or van,2185
E07000197,2612,65766,Passenger in a car or van,2186
E07000197,1300,65766,Bicycle,2187
E07000197,4851,65766,On foot,2188
E07000197,484,65766,Other method of travel to work,2189
E07000198,10949,45033,Work mainly at or from home,2190
E07000198,13,45033,"Underground, metro, light rail, tram",2191
E07000198,97,45033,Train,2192
E07000198,410,45033,"Bus, minibus or coach",2193
E07000198,131,45033,Taxi,2194
E07000198,151,45033,"Motorcycle, scooter or moped",2195
E07000198,27416,45033,Driving a car or van,2196
E07000198,1995,45033,Passenger in a car or van,2197
E07000198,315,45033,Bicycle,2198
E07000198,3141,45033,On foot,2199
E07000198,415,45033,Other method of travel to work,2200
E07000199,8238,38159,Work mainly at or from home,2201
E07000199,10,38159,"Underground, metro, light rail, tram",2202
E07000199,337,38159,Train,2203
E07000199,794,38159,"Bus, minibus or coach",2204
E07000199,253,38159,Taxi,2205
E07000199,179,38159,"Motorcycle, scooter or moped",2206
E07000199,22401,38159,Driving a car or van,2207
E07000199,2382,38159,Passenger in a car or van,2208
E07000199,739,38159,Bicycle,2209
E07000199,2533,38159,On foot,2210
E07000199,293,38159,Other method of travel to work,2211
E07000200,13171,42960,Work mainly at or from home,2212
E07000200,32,42960,"Underground, metro, light rail, tram",2213
E07000200,347,42960,Train,2214
E07000200,282,42960,"Bus, minibus or coach",2215
E07000200,73,42960,Taxi,2216
E07000200,184,42960,"Motorcycle, scooter or moped",2217
E07000200,23542,42960,Driving a car or van,2218
E07000200,1407,42960,Passenger in a car or van,2219
E07000200,499,42960,Bicycle,2220
E07000200,3055,42960,On foot,2221
E07000200,368,42960,Other method of travel to work,2222
E07000202,16664,67028,Work mainly at or from home,2223
E07000202,34,67028,"Underground, metro, light rail, tram",2224
E07000202,559,67028,Train,2225
E07000202,2478,67028,"Bus, minibus or coach",2226
E07000202,461,67028,Taxi,2227
E07000202,451,67028,"Motorcycle, scooter or moped",2228
E07000202,32133,67028,Driving a car or van,2229
E07000202,3843,67028,Passenger in a car or van,2230
E07000202,2141,67028,Bicycle,2231
E07000202,7573,67028,On foot,2232
E07000202,691,67028,Other method of travel to work,2233
E07000203,15527,50026,Work mainly at or from home,2234
E07000203,28,50026,"Underground, metro, light rail, tram",2235
E07000203,445,50026,Train,2236
E07000203,171,50026,"Bus, minibus or coach",2237
E07000203,65,50026,Taxi,2238
E07000203,216,50026,"Motorcycle, scooter or moped",2239
E07000203,28416,50026,Driving a car or van,2240
E07000203,1464,50026,Passenger in a car or van,2241
E07000203,757,50026,Bicycle,2242
E07000203,2495,50026,On foot,2243
E07000203,442,50026,Other method of travel to work,2244
E07000207,35983,66980,Work mainly at or from home,2245
E07000207,289,66980,"Underground, metro, light rail, tram",2246
E07000207,2759,66980,Train,2247
E07000207,685,66980,"Bus, minibus or coach",2248
E07000207,138,66980,Taxi,2249
E07000207,391,66980,"Motorcycle, scooter or moped",2250
E07000207,20448,66980,Driving a car or van,2251
E07000207,1159,66980,Passenger in a car or van,2252
E07000207,1431,66980,Bicycle,2253
E07000207,3063,66980,On foot,2254
E07000207,634,66980,Other method of travel to work,2255
E07000208,17930,39911,Work mainly at or from home,2256
E07000208,347,39911,"Underground, metro, light rail, tram",2257
E07000208,2144,39911,Train,2258
E07000208,849,39911,"Bus, minibus or coach",2259
E07000208,169,39911,Taxi,2260
E07000208,352,39911,"Motorcycle, scooter or moped",2261
E07000208,13636,39911,Driving a car or van,2262
E07000208,926,39911,Passenger in a car or van,2263
E07000208,659,39911,Bicycle,2264
E07000208,2537,39911,On foot,2265
E07000208,362,39911,Other method of travel to work,2266
E07000209,30814,69774,Work mainly at or from home,2267
E07000209,92,69774,"Underground, metro, light rail, tram",2268
E07000209,1617,69774,Train,2269
E07000209,1264,69774,"Bus, minibus or coach",2270
E07000209,167,69774,Taxi,2271
E07000209,359,69774,"Motorcycle, scooter or moped",2272
E07000209,25794,69774,Driving a car or van,2273
E07000209,1846,69774,Passenger in a car or van,2274
E07000209,1187,69774,Bicycle,2275
E07000209,5886,69774,On foot,2276
E07000209,748,69774,Other method of travel to work,2277
E07000210,19379,42342,Work mainly at or from home,2278
E07000210,71,42342,"Underground, metro, light rail, tram",2279
E07000210,1252,42342,Train,2280
E07000210,292,42342,"Bus, minibus or coach",2281
E07000210,101,42342,Taxi,2282
E07000210,218,42342,"Motorcycle, scooter or moped",2283
E07000210,16658,42342,Driving a car or van,2284
E07000210,1052,42342,Passenger in a car or van,2285
E07000210,450,42342,Bicycle,2286
E07000210,2480,42342,On foot,2287
E07000210,389,42342,Other method of travel to work,2288
E07000211,31589,75127,Work mainly at or from home,2289
E07000211,225,75127,"Underground, metro, light rail, tram",2290
E07000211,2933,75127,Train,2291
E07000211,1664,75127,"Bus, minibus or coach",2292
E07000211,382,75127,Taxi,2293
E07000211,396,75127,"Motorcycle, scooter or moped",2294
E07000211,29864,75127,Driving a car or van,2295
E07000211,1940,75127,Passenger in a car or van,2296
E07000211,733,75127,Bicycle,2297
E07000211,4695,75127,On foot,2298
E07000211,706,75127,Other method of travel to work,2299
E07000212,16530,42458,Work mainly at or from home,2300
E07000212,122,42458,"Underground, metro, light rail, tram",2301
E07000212,1142,42458,Train,2302
E07000212,492,42458,"Bus, minibus or coach",2303
E07000212,183,42458,Taxi,2304
E07000212,230,42458,"Motorcycle, scooter or moped",2305
E07000212,18611,42458,Driving a car or van,2306
E07000212,1267,42458,Passenger in a car or van,2307
E07000212,705,42458,Bicycle,2308
E07000212,2759,42458,On foot,2309
E07000212,417,42458,Other method of travel to work,2310
E07000213,18497,51542,Work mainly at or from home,2311
E07000213,470,51542,"Underground, metro, light rail, tram",2312
E07000213,1477,51542,Train,2313
E07000213,1826,51542,"Bus, minibus or coach",2314
E07000213,144,51542,Taxi,2315
E07000213,416,51542,"Motorcycle, scooter or moped",2316
E07000213,23540,51542,Driving a car or van,2317
E07000213,1335,51542,Passenger in a car or van,2318
E07000213,971,51542,Bicycle,2319
E07000213,2323,51542,On foot,2320
E07000213,543,51542,Other method of travel to work,2321
E07000214,18509,45363,Work mainly at or from home,2322
E07000214,35,45363,"Underground, metro, light rail, tram",2323
E07000214,681,45363,Train,2324
E07000214,521,45363,"Bus, minibus or coach",2325
E07000214,92,45363,Taxi,2326
E07000214,190,45363,"Motorcycle, scooter or moped",2327
E07000214,20502,45363,Driving a car or van,2328
E07000214,1308,45363,Passenger in a car or van,2329
E07000214,484,45363,Bicycle,2330
E07000214,2634,45363,On foot,2331
E07000214,407,45363,Other method of travel to work,2332
E07000215,18441,42574,Work mainly at or from home,2333
E07000215,113,42574,"Underground, metro, light rail, tram",2334
E07000215,1949,42574,Train,2335
E07000215,610,42574,"Bus, minibus or coach",2336
E07000215,104,42574,Taxi,2337
E07000215,191,42574,"Motorcycle, scooter or moped",2338
E07000215,17606,42574,Driving a car or van,2339
E07000215,1063,42574,Passenger in a car or van,2340
E07000215,192,42574,Bicycle,2341
E07000215,1920,42574,On foot,2342
E07000215,385,42574,Other method of travel to work,2343
E07000216,28929,60722,Work mainly at or from home,2344
E07000216,65,60722,"Underground, metro, light rail, tram",2345
E07000216,1269,60722,Train,2346
E07000216,450,60722,"Bus, minibus or coach",2347
E07000216,73,60722,Taxi,2348
E07000216,233,60722,"Motorcycle, scooter or moped",2349
E07000216,23326,60722,Driving a car or van,2350
E07000216,1557,60722,Passenger in a car or van,2351
E07000216,579,60722,Bicycle,2352
E07000216,3743,60722,On foot,2353
E07000216,498,60722,Other method of travel to work,2354
E07000217,23570,52744,Work mainly at or from home,2355
E07000217,108,52744,"Underground, metro, light rail, tram",2356
E07000217,1951,52744,Train,2357
E07000217,615,52744,"Bus, minibus or coach",2358
E07000217,261,52744,Taxi,2359
E07000217,247,52744,"Motorcycle, scooter or moped",2360
E07000217,19735,52744,Driving a car or van,2361
E07000217,1563,52744,Passenger in a car or van,2362
E07000217,902,52744,Bicycle,2363
E07000217,3275,52744,On foot,2364
E07000217,517,52744,Other method of travel to work,2365
E07000218,8411,31755,Work mainly at or from home,2366
E07000218,9,31755,"Underground, metro, light rail, tram",2367
E07000218,189,31755,Train,2368
E07000218,397,31755,"Bus, minibus or coach",2369
E07000218,117,31755,Taxi,2370
E07000218,116,31755,"Motorcycle, scooter or moped",2371
E07000218,18812,31755,Driving a car or van,2372
E07000218,1430,31755,Passenger in a car or van,2373
E07000218,280,31755,Bicycle,2374
E07000218,1748,31755,On foot,2375
E07000218,246,31755,Other method of travel to work,2376
E07000219,14461,63114,Work mainly at or from home,2377
E07000219,20,63114,"Underground, metro, light rail, tram",2378
E07000219,372,63114,Train,2379
E07000219,1472,63114,"Bus, minibus or coach",2380
E07000219,350,63114,Taxi,2381
E07000219,253,63114,"Motorcycle, scooter or moped",2382
E07000219,36655,63114,Driving a car or van,2383
E07000219,3592,63114,Passenger in a car or van,2384
E07000219,1096,63114,Bicycle,2385
E07000219,4352,63114,On foot,2386
E07000219,491,63114,Other method of travel to work,2387
E07000220,17792,58109,Work mainly at or from home,2388
E07000220,37,58109,"Underground, metro, light rail, tram",2389
E07000220,441,58109,Train,2390
E07000220,1109,58109,"Bus, minibus or coach",2391
E07000220,266,58109,Taxi,2392
E07000220,189,58109,"Motorcycle, scooter or moped",2393
E07000220,29803,58109,Driving a car or van,2394
E07000220,2994,58109,Passenger in a car or van,2395
E07000220,1111,58109,Bicycle,2396
E07000220,3913,58109,On foot,2397
E07000220,454,58109,Other method of travel to work,2398
E07000221,26151,66236,Work mainly at or from home,2399
E07000221,34,66236,"Underground, metro, light rail, tram",2400
E07000221,251,66236,Train,2401
E07000221,371,66236,"Bus, minibus or coach",2402
E07000221,98,66236,Taxi,2403
E07000221,200,66236,"Motorcycle, scooter or moped",2404
E07000221,31378,66236,Driving a car or van,2405
E07000221,1932,66236,Passenger in a car or van,2406
E07000221,809,66236,Bicycle,2407
E07000221,4521,66236,On foot,2408
E07000221,491,66236,Other method of travel to work,2409
E07000222,32535,72748,Work mainly at or from home,2410
E07000222,47,72748,"Underground, metro, light rail, tram",2411
E07000222,635,72748,Train,2412
E07000222,896,72748,"Bus, minibus or coach",2413
E07000222,193,72748,Taxi,2414
E07000222,183,72748,"Motorcycle, scooter or moped",2415
E07000222,28640,72748,Driving a car or van,2416
E07000222,2140,72748,Passenger in a car or van,2417
E07000222,1402,72748,Bicycle,2418
E07000222,5567,72748,On foot,2419
E07000222,510,72748,Other method of travel to work,2420
E07000223,9266,29825,Work mainly at or from home,2421
E07000223,15,29825,"Underground, metro, light rail, tram",2422
E07000223,839,29825,Train,2423
E07000223,925,29825,"Bus, minibus or coach",2424
E07000223,70,29825,Taxi,2425
E07000223,234,29825,"Motorcycle, scooter or moped",2426
E07000223,14254,29825,Driving a car or van,2427
E07000223,1079,29825,Passenger in a car or van,2428
E07000223,892,29825,Bicycle,2429
E07000223,1938,29825,On foot,2430
E07000223,313,29825,Other method of travel to work,2431
E07000224,18060,73190,Work mainly at or from home,2432
E07000224,52,73190,"Underground, metro, light rail, tram",2433
E07000224,1270,73190,Train,2434
E07000224,1264,73190,"Bus, minibus or coach",2435
E07000224,216,73190,Taxi,2436
E07000224,380,73190,"Motorcycle, scooter or moped",2437
E07000224,39949,73190,Driving a car or van,2438
E07000224,3823,73190,Passenger in a car or van,2439
E07000224,2014,73190,Bicycle,2440
E07000224,5342,73190,On foot,2441
E07000224,820,73190,Other method of travel to work,2442
E07000225,19385,56366,Work mainly at or from home,2443
E07000225,48,56366,"Underground, metro, light rail, tram",2444
E07000225,721,56366,Train,2445
E07000225,656,56366,"Bus, minibus or coach",2446
E07000225,82,56366,Taxi,2447
E07000225,229,56366,"Motorcycle, scooter or moped",2448
E07000225,26020,56366,Driving a car or van,2449
E07000225,1765,56366,Passenger in a car or van,2450
E07000225,1549,56366,Bicycle,2451
E07000225,5282,56366,On foot,2452
E07000225,629,56366,Other method of travel to work,2453
E07000226,15903,58903,Work mainly at or from home,2454
E07000226,95,58903,"Underground, metro, light rail, tram",2455
E07000226,1756,58903,Train,2456
E07000226,4753,58903,"Bus, minibus or coach",2457
E07000226,362,58903,Taxi,2458
E07000226,268,58903,"Motorcycle, scooter or moped",2459
E07000226,27783,58903,Driving a car or van,2460
E07000226,2546,58903,Passenger in a car or van,2461
E07000226,1070,58903,Bicycle,2462
E07000226,3643,58903,On foot,2463
E07000226,724,58903,Other method of travel to work,2464
E07000227,29417,72169,Work mainly at or from home,2465
E07000227,54,72169,"Underground, metro, light rail, tram",2466
E07000227,1235,72169,Train,2467
E07000227,624,72169,"Bus, minibus or coach",2468
E07000227,100,72169,Taxi,2469
E07000227,261,72169,"Motorcycle, scooter or moped",2470
E07000227,32645,72169,Driving a car or van,2471
E07000227,2053,72169,Passenger in a car or van,2472
E07000227,702,72169,Bicycle,2473
E07000227,4474,72169,On foot,2474
E07000227,604,72169,Other method of travel to work,2475
E07000228,31314,76572,Work mainly at or from home,2476
E07000228,70,76572,"Underground, metro, light rail, tram",2477
E07000228,2549,76572,Train,2478
E07000228,623,76572,"Bus, minibus or coach",2479
E07000228,188,76572,Taxi,2480
E07000228,281,76572,"Motorcycle, scooter or moped",2481
E07000228,32221,76572,Driving a car or van,2482
E07000228,2164,76572,Passenger in a car or van,2483
E07000228,627,76572,Bicycle,2484
E07000228,5959,76572,On foot,2485
E07000228,576,76572,Other method of travel to work,2486
E07000229,16767,53558,Work mainly at or from home,2487
E07000229,40,53558,"Underground, metro, light rail, tram",2488
E07000229,1426,53558,Train,2489
E07000229,1053,53558,"Bus, minibus or coach",2490
E07000229,217,53558,Taxi,2491
E07000229,306,53558,"Motorcycle, scooter or moped",2492
E07000229,23647,53558,Driving a car or van,2493
E07000229,2019,53558,Passenger in a car or van,2494
E07000229,1763,53558,Bicycle,2495
E07000229,5821,53558,On foot,2496
E07000229,499,53558,Other method of travel to work,2497
E07000234,16436,47287,Work mainly at or from home,2498
E07000234,23,47287,"Underground, metro, light rail, tram",2499
E07000234,647,47287,Train,2500
E07000234,370,47287,"Bus, minibus or coach",2501
E07000234,180,47287,Taxi,2502
E07000234,119,47287,"Motorcycle, scooter or moped",2503
E07000234,25194,47287,Driving a car or van,2504
E07000234,1505,47287,Passenger in a car or van,2505
E07000234,287,47287,Bicycle,2506
E07000234,2178,47287,On foot,2507
E07000234,348,47287,Other method of travel to work,2508
E07000235,12483,35802,Work mainly at or from home,2509
E07000235,15,35802,"Underground, metro, light rail, tram",2510
E07000235,276,35802,Train,2511
E07000235,171,35802,"Bus, minibus or coach",2512
E07000235,38,35802,Taxi,2513
E07000235,149,35802,"Motorcycle, scooter or moped",2514
E07000235,18650,35802,Driving a car or van,2515
E07000235,1103,35802,Passenger in a car or van,2516
E07000235,426,35802,Bicycle,2517
E07000235,2184,35802,On foot,2518
E07000235,307,35802,Other method of travel to work,2519
E07000236,9872,42694,Work mainly at or from home,2520
E07000236,17,42694,"Underground, metro, light rail, tram",2521
E07000236,248,42694,Train,2522
E07000236,1333,42694,"Bus, minibus or coach",2523
E07000236,478,42694,Taxi,2524
E07000236,134,42694,"Motorcycle, scooter or moped",2525
E07000236,24498,42694,Driving a car or van,2526
E07000236,2477,42694,Passenger in a car or van,2527
E07000236,594,42694,Bicycle,2528
E07000236,2673,42694,On foot,2529
E07000236,370,42694,Other method of travel to work,2530
E07000237,13607,51631,Work mainly at or from home,2531
E07000237,26,51631,"Underground, metro, light rail, tram",2532
E07000237,582,51631,Train,2533
E07000237,1064,51631,"Bus, minibus or coach",2534
E07000237,290,51631,Taxi,2535
E07000237,217,51631,"Motorcycle, scooter or moped",2536
E07000237,25742,51631,Driving a car or van,2537
E07000237,2510,51631,Passenger in a car or van,2538
E07000237,1335,51631,Bicycle,2539
E07000237,5833,51631,On foot,2540
E07000237,425,51631,Other method of travel to work,2541
E07000238,19207,63661,Work mainly at or from home,2542
E07000238,29,63661,"Underground, metro, light rail, tram",2543
E07000238,372,63661,Train,2544
E07000238,510,63661,"Bus, minibus or coach",2545
E07000238,118,63661,Taxi,2546
E07000238,214,63661,"Motorcycle, scooter or moped",2547
